season,climate,country,coolingStrategy,thermalPreference,thermalComfort,indoorTemperature
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,3,16.4
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,17
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,no change,6,18
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,17.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,17.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,5,17.6
Winter,Monsoon-influenced humid subtropical,India,Mixed Mode,cooler,6,17.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23.3
Summer,Subtropical highland,India,Mixed Mode,warmer,4,23.5
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.5
Summer,Subtropical highland,India,Mixed Mode,warmer,5,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.8
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.7
Summer,Subtropical highland,India,Mixed Mode,warmer,5,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.7
Summer,Subtropical highland,India,Mixed Mode,no change,5,23
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.9
Summer,Subtropical highland,India,Mixed Mode,warmer,5,23.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,5,23.4
Summer,Subtropical highland,India,Mixed Mode,cooler,6,22.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.6
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.4
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.1
Summer,Subtropical highland,India,Mixed Mode,warmer,5,24.2
Summer,Subtropical highland,India,Mixed Mode,warmer,5,22.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.6
Summer,Subtropical highland,India,Mixed Mode,no change,5,23.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.2
Summer,Subtropical highland,India,Mixed Mode,no change,5,26.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.3
Summer,Subtropical highland,India,Mixed Mode,warmer,5,26.3
Summer,Subtropical highland,India,Mixed Mode,warmer,6,26.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,4,27
Summer,Subtropical highland,India,Mixed Mode,no change,4,26.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.1
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.4
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.5
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.2
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.2
Summer,Subtropical highland,India,Mixed Mode,warmer,5,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,warmer,5,25.2
Summer,Subtropical highland,India,Mixed Mode,warmer,5,25.2
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,5,24
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.2
Summer,Subtropical highland,India,Mixed Mode,warmer,5,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.8
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.4
Summer,Subtropical highland,India,Mixed Mode,no change,5,23
Summer,Subtropical highland,India,Mixed Mode,no change,6,23
Summer,Subtropical highland,India,Mixed Mode,no change,5,23
Summer,Subtropical highland,India,Mixed Mode,no change,5,23.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.1
Summer,Subtropical highland,India,Mixed Mode,no change,5,22.8
Summer,Subtropical highland,India,Mixed Mode,no change,5,22.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,21.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,21
Summer,Subtropical highland,India,Mixed Mode,no change,6,20.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.4
Summer,Subtropical highland,India,Mixed Mode,warmer,6,22.7
Summer,Subtropical highland,India,Mixed Mode,warmer,6,22.8
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.1
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,4,24.3
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.8
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.3
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.6
Summer,Subtropical highland,India,Mixed Mode,warmer,5,25.7
Summer,Subtropical highland,India,Mixed Mode,warmer,5,25.8
Summer,Subtropical highland,India,Mixed Mode,warmer,5,26
Summer,Subtropical highland,India,Mixed Mode,warmer,4,26
Summer,Subtropical highland,India,Mixed Mode,cooler,3,26
Summer,Subtropical highland,India,Mixed Mode,no change,6,27.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.1
Summer,Subtropical highland,India,Mixed Mode,warmer,3,27.5
Summer,Subtropical highland,India,Mixed Mode,warmer,6,27.7
Summer,Subtropical highland,India,Mixed Mode,warmer,6,27.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,27.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,27.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,27.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.5
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.8
Summer,Subtropical highland,India,Mixed Mode,cooler,5,23.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,24
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.4
Summer,Subtropical highland,India,Mixed Mode,warmer,3,26.3
Summer,Subtropical highland,India,Mixed Mode,no change,5,25.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.9
Summer,Subtropical highland,India,Mixed Mode,no change,5,25.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.9
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.4
Summer,Subtropical highland,India,Mixed Mode,warmer,1,25.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.2
Summer,Subtropical highland,India,Mixed Mode,no change,2,24.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25
Summer,Subtropical highland,India,Mixed Mode,warmer,3,23.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.3
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.6
Summer,Subtropical highland,India,Mixed Mode,no change,2,23.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.8
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,22.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,22
Summer,Subtropical highland,India,Mixed Mode,no change,6,21.8
Summer,Subtropical highland,India,Mixed Mode,warmer,6,22.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.4
Summer,Subtropical highland,India,Mixed Mode,no change,6,23.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,24
Summer,Subtropical highland,India,Mixed Mode,warmer,2,24.1
Summer,Subtropical highland,India,Mixed Mode,no change,5,24.1
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.2
Summer,Subtropical highland,India,Mixed Mode,no change,6,23
Summer,Subtropical highland,India,Mixed Mode,warmer,6,23.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,24.8
Summer,Subtropical highland,India,Mixed Mode,no change,6,25.5
Summer,Subtropical highland,India,Mixed Mode,no change,6,26
Summer,Subtropical highland,India,Mixed Mode,warmer,6,26.1
Summer,Subtropical highland,India,Mixed Mode,no change,4,26.2
Summer,Subtropical highland,India,Mixed Mode,warmer,6,26.7
Summer,Subtropical highland,India,Mixed Mode,warmer,5,26.6
Summer,Subtropical highland,India,Mixed Mode,warmer,2,27.3
Summer,Subtropical highland,India,Mixed Mode,warmer,2,27.6
Summer,Subtropical highland,India,Mixed Mode,warmer,6,27.7
Summer,Subtropical highland,India,Mixed Mode,no change,6,27.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,26.3
Summer,Subtropical highland,India,Mixed Mode,warmer,6,25.3
Summer,Subtropical highland,India,Mixed Mode,no change,6,24.7
Summer,Subtropical highland,India,Mixed Mode,warmer,3,25
Summer,Subtropical highland,India,Mixed Mode,warmer,6,26
Summer,Subtropical highland,India,Mixed Mode,cooler,5,25.6
Summer,Subtropical highland,India,Mixed Mode,no change,6,25
Summer,Subtropical highland,India,Mixed Mode,no change,4,24.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.8
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,25.6
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.6
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.9
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.9
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.9
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.8
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.5
Summer,Subtropical highland,India,Naturally Ventilated,no change,5,24.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,24.8
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,24.7
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,24.9
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.2
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,26.8
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,26.6
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,27
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,27.3
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,27.5
Summer,Subtropical highland,India,Naturally Ventilated,no change,4,27.7
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,27.6
Summer,Subtropical highland,India,Naturally Ventilated,warmer,3,27.4
Summer,Subtropical highland,India,Naturally Ventilated,warmer,3,27.4
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,27.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,26.8
Summer,Subtropical highland,India,Naturally Ventilated,warmer,4,25.9
Summer,Subtropical highland,India,Naturally Ventilated,no change,5,25.7
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,25.4
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,25.4
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,25.6
Summer,Subtropical highland,India,Naturally Ventilated,warmer,4,25.5
Summer,Subtropical highland,India,Naturally Ventilated,no change,5,25.6
Summer,Subtropical highland,India,Naturally Ventilated,warmer,5,25.5
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.5
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.6
Summer,Subtropical highland,India,Naturally Ventilated,no change,6,25.5
Summer,Subtropical highland,India,Naturally Ventilated,warmer,6,25.6
